age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
22,4.0,125010,8.0,11,4.0,9.0,1.0,0.0,0.0,0,0,30,38.0,0
33,4.0,112820,8.0,11,2.0,11.0,0.0,0.0,1.0,0,0,40,38.0,0
17,4.0,142964,1.0,7,4.0,8.0,3.0,0.0,1.0,0,0,20,38.0,0
55,1.0,169133,9.0,13,0.0,10.0,4.0,0.0,1.0,0,0,40,38.0,0
31,4.0,133861,7.0,12,0.0,4.0,1.0,0.0,1.0,0,0,40,38.0,0
46,4.0,152249,11.0,9,3.0,8.0,1.0,0.0,1.0,0,0,35,25.0,0
53,4.0,150980,15.0,10,2.0,7.0,0.0,0.0,1.0,3137,0,40,38.0,0
38,5.0,141584,11.0,9,0.0,12.0,4.0,0.0,1.0,0,0,55,38.0,0
26,4.0,113571,11.0,9,4.0,14.0,1.0,0.0,1.0,0,0,70,38.0,0
18,4.0,154089,1.0,7,4.0,6.0,3.0,0.0,1.0,0,0,20,38.0,0
58,5.0,143266,9.0,13,2.0,10.0,0.0,0.0,1.0,0,0,40,38.0,0
28,4.0,112403,11.0,9,4.0,3.0,4.0,0.0,1.0,2354,0,40,38.0,0
31,4.0,113838,11.0,9,2.0,7.0,0.0,0.0,1.0,0,0,45,38.0,0
33,4.0,118551,11.0,9,0.0,1.0,4.0,0.0,0.0,0,0,40,38.0,0
61,4.0,137733,15.0,10,0.0,8.0,1.0,0.0,1.0,0,0,25,38.0,0
18,4.0,159561,1.0,7,4.0,14.0,3.0,0.0,1.0,0,0,20,38.0,0
23,4.0,117606,9.0,13,4.0,10.0,1.0,0.0,0.0,0,0,40,38.0,0
27,4.0,169958,4.0,3,4.0,3.0,3.0,0.0,1.0,0,0,40,0.0,0
52,2.0,124793,2.0,8,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
25,6.0,113948,8.0,11,2.0,8.0,5.0,0.0,0.0,0,0,45,38.0,0
21,4.0,147655,11.0,9,4.0,1.0,3.0,0.0,0.0,0,0,40,38.0,0
20,0.0,114813,0.0,6,5.0,0.0,4.0,0.0,0.0,0,0,40,38.0,0
24,4.0,136310,15.0,10,2.0,13.0,0.0,0.0,1.0,0,0,40,38.0,0
40,4.0,144928,15.0,10,0.0,3.0,1.0,0.0,1.0,0,0,40,38.0,0
39,2.0,164156,7.0,12,0.0,8.0,4.0,0.0,0.0,0,0,55,38.0,0
20,4.0,117210,11.0,9,4.0,6.0,3.0,0.0,1.0,0,0,40,38.0,0
29,0.0,116820,11.0,9,4.0,0.0,3.0,0.0,1.0,0,0,50,38.0,0
31,4.0,150324,1.0,7,0.0,5.0,1.0,0.0,1.0,0,0,50,38.0,0
25,4.0,122075,9.0,13,4.0,4.0,1.0,0.0,1.0,0,0,50,38.0,0
36,4.0,130589,15.0,10,0.0,4.0,1.0,0.0,1.0,0,0,45,38.0,0
55,4.0,129762,11.0,9,0.0,1.0,4.0,0.0,0.0,0,0,40,38.0,0
60,4.0,120067,6.0,5,2.0,5.0,0.0,0.0,1.0,0,0,45,38.0,0
35,4.0,108946,11.0,9,0.0,13.0,4.0,0.0,0.0,0,0,40,38.0,0
61,4.0,147393,14.0,15,2.0,4.0,0.0,0.0,1.0,0,0,20,38.0,0
34,4.0,169527,15.0,10,2.0,12.0,5.0,0.0,0.0,4386,0,20,38.0,0
69,0.0,168794,5.0,4,2.0,0.0,0.0,0.0,1.0,0,0,48,38.0,0
24,4.0,117767,7.0,12,4.0,12.0,3.0,0.0,1.0,0,0,20,38.0,0
38,4.0,131808,8.0,11,0.0,3.0,4.0,0.0,1.0,0,0,40,38.0,0
21,4.0,124589,11.0,9,4.0,12.0,3.0,0.0,0.0,0,0,40,38.0,0
41,2.0,168071,11.0,9,0.0,4.0,3.0,0.0,1.0,0,0,45,38.0,0
48,4.0,125892,9.0,13,0.0,4.0,2.0,0.0,1.0,0,0,40,38.0,0
22,7.0,157332,15.0,10,4.0,8.0,3.0,0.0,0.0,0,0,15,38.0,0
65,0.0,123484,11.0,9,6.0,0.0,2.0,0.0,0.0,0,0,25,38.0,0
56,2.0,129762,15.0,10,0.0,1.0,1.0,0.0,0.0,0,0,35,38.0,0
25,4.0,108542,9.0,13,4.0,4.0,3.0,0.0,1.0,0,0,35,38.0,0
25,4.0,126974,11.0,9,4.0,3.0,3.0,0.0,1.0,0,0,40,38.0,0
42,4.0,109067,9.0,13,5.0,13.0,1.0,0.0,1.0,0,0,40,38.0,0
49,4.0,149809,13.0,1,2.0,8.0,0.0,0.0,1.0,0,0,40,0.0,0
62,4.0,143312,15.0,10,0.0,8.0,1.0,0.0,0.0,0,0,60,38.0,0
25,4.0,153841,15.0,10,4.0,1.0,3.0,0.0,0.0,0,0,40,38.0,0
41,2.0,160893,13.0,1,4.0,6.0,3.0,0.0,0.0,0,0,30,38.0,0
30,2.0,115040,11.0,9,2.0,6.0,2.0,0.0,1.0,0,0,25,38.0,0
45,4.0,111994,15.0,10,0.0,12.0,1.0,0.0,1.0,4650,0,40,38.0,0
63,0.0,146196,9.0,13,2.0,0.0,0.0,0.0,1.0,0,0,40,38.0,0
60,4.0,116707,1.0,7,0.0,11.0,1.0,0.0,1.0,0,0,40,38.0,0
34,4.0,110476,11.0,9,2.0,1.0,0.0,0.0,1.0,0,0,40,38.0,0
53,4.0,150726,15.0,10,0.0,1.0,1.0,0.0,0.0,0,0,40,38.0,0
25,0.0,156848,15.0,10,4.0,0.0,3.0,0.0,1.0,0,0,40,38.0,0
25,4.0,164488,15.0,10,4.0,6.0,3.0,0.0,1.0,0,0,40,38.0,0
36,4.0,147548,11.0,9,2.0,7.0,0.0,0.0,1.0,0,0,85,38.0,0
44,4.0,150076,11.0,9,4.0,8.0,1.0,0.0,1.0,0,0,30,38.0,0
49,6.0,148254,11.0,9,0.0,5.0,1.0,0.0,0.0,0,0,28,38.0,0
24,4.0,163665,9.0,13,4.0,8.0,3.0,0.0,0.0,0,0,40,38.0,0
38,4.0,144860,11.0,9,2.0,3.0,0.0,0.0,1.0,0,0,65,38.0,0
42,4.0,143342,15.0,10,0.0,7.0,1.0,0.0,0.0,0,0,40,38.0,0
29,4.0,157262,12.0,14,4.0,4.0,1.0,0.0,0.0,0,0,45,38.0,0
19,0.0,169758,15.0,10,4.0,0.0,3.0,0.0,1.0,0,0,40,38.0,0
57,2.0,139452,11.0,9,0.0,1.0,1.0,0.0,0.0,0,0,16,38.0,0
40,4.0,109969,1.0,7,0.0,8.0,2.0,0.0,0.0,0,0,20,38.0,0
20,4.0,116830,11.0,9,4.0,7.0,1.0,0.0,1.0,0,0,40,38.0,0
39,4.0,117166,0.0,6,2.0,7.0,0.0,0.0,1.0,2635,0,40,38.0,0
42,4.0,144002,11.0,9,0.0,14.0,1.0,0.0,1.0,0,0,50,38.0,0
40,4.0,109762,15.0,10,0.0,3.0,4.0,0.0,1.0,0,0,40,38.0,0
18,4.0,151150,0.0,6,4.0,5.0,3.0,0.0,1.0,0,0,27,38.0,0
24,4.0,165474,11.0,9,2.0,8.0,0.0,0.0,1.0,0,0,39,38.0,0
32,4.0,155781,15.0,10,2.0,6.0,0.0,0.0,1.0,0,0,40,38.0,0
22,4.0,136873,15.0,10,4.0,3.0,1.0,0.0,1.0,0,0,40,38.0,0
43,4.0,117915,12.0,14,4.0,1.0,1.0,0.0,1.0,0,0,40,38.0,0
21,4.0,136873,15.0,10,4.0,10.0,3.0,0.0,1.0,0,0,10,38.0,0
30,4.0,111567,11.0,9,4.0,3.0,3.0,0.0,1.0,0,0,48,38.0,0
48,4.0,135525,7.0,12,0.0,1.0,1.0,0.0,0.0,0,0,40,38.0,0
18,4.0,141363,15.0,10,4.0,8.0,1.0,0.0,0.0,0,0,40,38.0,0
30,4.0,161815,15.0,10,0.0,8.0,4.0,0.0,0.0,0,0,35,38.0,0
37,4.0,112660,6.0,5,0.0,3.0,3.0,0.0,1.0,0,0,35,38.0,0
34,4.0,169564,11.0,9,0.0,7.0,4.0,0.0,0.0,0,0,40,38.0,0
36,4.0,109133,11.0,9,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
20,4.0,157541,15.0,10,4.0,8.0,3.0,0.0,1.0,0,0,27,38.0,0
52,4.0,150812,15.0,10,0.0,1.0,4.0,0.0,0.0,0,0,35,38.0,0
24,4.0,117363,9.0,13,4.0,12.0,3.0,0.0,0.0,0,0,35,38.0,0
62,2.0,115023,15.0,10,2.0,7.0,0.0,0.0,1.0,0,0,40,38.0,0
36,4.0,150057,15.0,10,2.0,4.0,0.0,0.0,1.0,0,0,65,38.0,0
18,4.0,128086,2.0,8,4.0,6.0,3.0,0.0,1.0,0,0,18,38.0,0
56,4.0,165315,0.0,6,2.0,3.0,0.0,0.0,1.0,0,0,70,0.0,0
36,4.0,166606,1.0,7,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
27,4.0,136094,11.0,9,4.0,6.0,3.0,0.0,1.0,0,0,40,38.0,0
38,4.0,149018,11.0,9,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
18,4.0,137363,11.0,9,4.0,1.0,3.0,0.0,0.0,0,0,40,38.0,0
30,4.0,149427,11.0,9,4.0,3.0,3.0,0.0,1.0,0,0,35,38.0,0
36,4.0,123151,1.0,7,2.0,3.0,0.0,0.0,1.0,0,0,60,38.0,0
22,4.0,168187,15.0,10,4.0,8.0,4.0,0.0,0.0,0,0,50,38.0,0
38,4.0,164898,11.0,9,4.0,3.0,1.0,0.0,1.0,0,0,40,38.0,0
48,4.0,152915,15.0,10,4.0,1.0,1.0,0.0,0.0,0,0,40,38.0,0
44,4.0,167725,11.0,9,2.0,12.0,0.0,0.0,1.0,0,0,24,38.0,0
43,4.0,160674,11.0,9,0.0,4.0,4.0,0.0,0.0,0,0,40,38.0,0
59,4.0,135647,1.0,7,2.0,12.0,0.0,0.0,1.0,0,0,60,38.0,0
29,4.0,114158,15.0,10,4.0,10.0,1.0,0.0,0.0,0,0,40,38.0,0
33,4.0,124052,11.0,9,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
25,4.0,144301,15.0,10,4.0,12.0,3.0,0.0,1.0,0,0,42,38.0,0
27,4.0,160972,11.0,9,2.0,3.0,0.0,0.0,1.0,0,0,50,38.0,0
26,4.0,159759,9.0,13,4.0,8.0,3.0,0.0,1.0,0,0,40,38.0,0
30,4.0,167476,11.0,9,2.0,14.0,0.0,0.0,1.0,0,0,50,38.0,0
23,4.0,140764,8.0,11,4.0,8.0,3.0,0.0,0.0,0,0,15,38.0,0
17,0.0,161259,0.0,6,4.0,0.0,2.0,0.0,1.0,0,0,12,38.0,0
22,4.0,137591,15.0,10,4.0,12.0,3.0,0.0,1.0,0,0,35,38.0,0
59,4.0,158776,6.0,5,2.0,7.0,0.0,0.0,1.0,0,0,40,38.0,0
17,4.0,146329,2.0,8,4.0,12.0,3.0,0.0,0.0,0,0,23,38.0,0
43,4.0,151089,15.0,10,2.0,14.0,0.0,0.0,1.0,0,0,50,38.0,0
50,4.0,163002,11.0,9,5.0,1.0,2.0,0.0,0.0,0,0,40,38.0,0
56,4.0,155657,5.0,4,0.0,7.0,1.0,0.0,0.0,0,0,20,40.0,0
18,2.0,152182,0.0,6,4.0,11.0,3.0,0.0,0.0,0,0,6,38.0,0
40,5.0,144371,9.0,13,2.0,3.0,0.0,0.0,1.0,0,0,15,38.0,0
46,4.0,160474,11.0,9,0.0,1.0,4.0,0.0,0.0,0,1590,43,38.0,0
62,4.0,153148,11.0,9,0.0,8.0,1.0,0.0,0.0,0,0,84,38.0,0
46,4.0,167915,11.0,9,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
19,4.0,139466,15.0,10,4.0,12.0,3.0,0.0,0.0,0,0,25,38.0,0
25,4.0,143267,11.0,9,4.0,1.0,1.0,0.0,0.0,0,0,48,38.0,0
17,4.0,153035,0.0,6,4.0,12.0,3.0,0.0,0.0,0,0,20,38.0,0
31,4.0,164707,15.0,10,4.0,12.0,2.0,0.0,0.0,0,0,40,0.0,0
47,4.0,160647,11.0,9,4.0,5.0,4.0,0.0,0.0,0,0,46,38.0,0
69,4.0,125437,11.0,9,0.0,8.0,1.0,0.0,0.0,0,0,32,38.0,0
20,0.0,145917,15.0,10,4.0,0.0,1.0,0.0,0.0,0,0,15,38.0,0
53,4.0,155963,9.0,13,2.0,12.0,0.0,0.0,1.0,0,0,30,38.0,0
22,4.0,162667,11.0,9,4.0,6.0,3.0,0.0,1.0,0,0,50,31.0,0
17,4.0,134480,1.0,7,4.0,9.0,3.0,0.0,0.0,0,0,25,38.0,0
42,4.0,150568,11.0,9,5.0,12.0,4.0,0.0,0.0,0,0,45,38.0,0
37,6.0,138940,1.0,7,4.0,5.0,3.0,0.0,1.0,0,0,37,38.0,0
52,4.0,152373,15.0,10,2.0,12.0,0.0,0.0,1.0,0,0,40,38.0,0
50,2.0,141875,11.0,9,2.0,14.0,0.0,0.0,1.0,0,0,40,38.0,0
32,4.0,157289,11.0,9,3.0,6.0,2.0,0.0,1.0,0,0,40,38.0,0
42,2.0,109684,12.0,14,4.0,10.0,1.0,0.0,0.0,0,1741,35,38.0,0
69,4.0,145656,15.0,10,6.0,1.0,1.0,0.0,0.0,0,0,24,38.0,0
38,2.0,162613,12.0,14,4.0,10.0,1.0,0.0,0.0,0,2258,60,38.0,0
21,4.0,143062,11.0,9,4.0,7.0,3.0,0.0,1.0,0,0,40,38.0,0
26,0.0,137951,0.0,6,5.0,0.0,2.0,0.0,0.0,0,0,40,32.0,0
52,4.0,152373,11.0,9,2.0,7.0,0.0,0.0,1.0,2105,0,40,38.0,0
46,4.0,166546,15.0,10,0.0,1.0,1.0,0.0,0.0,0,0,24,38.0,0
24,4.0,128487,9.0,13,4.0,1.0,1.0,0.0,0.0,0,0,40,38.0,0
36,4.0,163278,12.0,14,4.0,10.0,1.0,0.0,0.0,0,0,40,38.0,0
37,4.0,160035,11.0,9,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
28,6.0,112403,9.0,13,4.0,11.0,3.0,0.0,1.0,0,0,40,38.0,0
17,0.0,166759,2.0,8,4.0,0.0,3.0,0.0,0.0,0,0,40,38.0,0
49,4.0,168262,0.0,6,0.0,8.0,1.0,0.0,1.0,0,0,48,38.0,0
31,4.0,169002,11.0,9,2.0,6.0,0.0,0.0,1.0,0,0,55,38.0,0
68,4.0,163346,11.0,9,6.0,7.0,1.0,0.0,0.0,0,0,32,38.0,0
45,4.0,168262,12.0,14,0.0,10.0,1.0,0.0,1.0,0,0,40,38.0,0
31,4.0,113838,9.0,13,2.0,10.0,0.0,0.0,1.0,0,0,50,38.0,0
33,4.0,159888,1.0,7,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
57,2.0,121111,11.0,9,0.0,1.0,4.0,0.0,0.0,0,0,40,38.0,0
17,4.0,121287,6.0,5,4.0,3.0,3.0,0.0,1.0,0,0,40,38.0,0
82,5.0,120408,15.0,10,6.0,12.0,1.0,0.0,1.0,0,0,20,38.0,0
40,4.0,164678,7.0,12,0.0,10.0,4.0,0.0,0.0,0,0,32,38.0,0
59,4.0,131869,11.0,9,6.0,8.0,1.0,0.0,0.0,0,0,35,38.0,0
17,4.0,118792,1.0,7,4.0,12.0,3.0,0.0,0.0,0,0,9,38.0,0
20,0.0,162667,11.0,9,4.0,0.0,2.0,0.0,1.0,0,0,40,8.0,0
39,2.0,112284,12.0,14,0.0,10.0,1.0,0.0,0.0,0,0,40,38.0,0
21,4.0,145389,15.0,10,4.0,10.0,1.0,0.0,0.0,0,0,25,38.0,0
48,4.0,125892,6.0,5,2.0,7.0,0.0,0.0,1.0,0,0,40,30.0,0
21,4.0,121407,8.0,11,4.0,8.0,3.0,0.0,0.0,0,0,36,38.0,0
30,4.0,156890,11.0,9,2.0,7.0,0.0,0.0,1.0,0,0,45,38.0,0
31,4.0,156763,11.0,9,2.0,12.0,0.0,0.0,1.0,2829,0,40,38.0,0
29,4.0,146949,8.0,11,2.0,10.0,0.0,0.0,1.0,0,0,43,38.0,0
21,4.0,141453,11.0,9,4.0,8.0,3.0,0.0,0.0,0,0,40,38.0,0
41,4.0,163322,1.0,7,0.0,4.0,4.0,0.0,0.0,0,0,36,38.0,0
47,1.0,168109,11.0,9,2.0,1.0,0.0,0.0,1.0,0,0,70,38.0,0
48,4.0,143281,11.0,9,6.0,7.0,1.0,0.0,0.0,0,0,48,38.0,0
20,4.0,164775,4.0,3,4.0,6.0,2.0,0.0,1.0,0,0,40,13.0,0
43,4.0,112967,15.0,10,2.0,11.0,0.0,0.0,1.0,0,0,40,38.0,0
29,4.0,163167,11.0,9,0.0,12.0,3.0,0.0,1.0,0,0,40,38.0,0
39,4.0,122032,8.0,11,4.0,7.0,1.0,0.0,1.0,0,0,40,38.0,0
35,4.0,165930,15.0,10,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
51,4.0,110458,9.0,13,5.0,10.0,1.0,0.0,1.0,0,0,40,38.0,0
40,4.0,145160,15.0,10,2.0,7.0,0.0,0.0,1.0,0,0,43,38.0,0
51,4.0,138852,11.0,9,2.0,13.0,0.0,0.0,1.0,0,0,40,38.0,0
28,4.0,141350,9.0,13,2.0,4.0,0.0,0.0,1.0,0,0,45,38.0,0
18,4.0,167979,1.0,7,4.0,12.0,3.0,0.0,1.0,0,0,15,38.0,0
31,4.0,142675,15.0,10,4.0,4.0,3.0,0.0,1.0,0,0,40,38.0,0
35,2.0,145308,15.0,10,2.0,8.0,0.0,0.0,1.0,0,0,40,38.0,0
19,4.0,111232,2.0,8,4.0,14.0,3.0,0.0,1.0,0,0,15,38.0,0
23,4.0,110677,15.0,10,4.0,8.0,3.0,0.0,0.0,0,0,15,38.0,0
36,7.0,143385,15.0,10,2.0,11.0,0.0,0.0,1.0,0,0,40,38.0,0
43,4.0,163985,11.0,9,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
18,5.0,117372,1.0,7,4.0,12.0,3.0,0.0,1.0,0,0,15,38.0,0
34,7.0,112062,12.0,14,4.0,10.0,4.0,0.0,0.0,0,0,40,38.0,0
27,4.0,169460,9.0,13,2.0,4.0,0.0,0.0,1.0,0,0,40,38.0,0
22,4.0,147655,15.0,10,4.0,1.0,3.0,0.0,0.0,0,0,40,38.0,0
37,6.0,154641,7.0,12,2.0,5.0,0.0,0.0,1.0,2105,0,50,38.0,0
26,0.0,167835,9.0,13,2.0,0.0,5.0,0.0,0.0,0,0,20,38.0,0
71,4.0,110380,11.0,9,2.0,12.0,0.0,0.0,1.0,0,2467,52,38.0,0
44,4.0,109273,15.0,10,4.0,3.0,1.0,0.0,1.0,0,0,38,38.0,0
65,4.0,149131,1.0,7,0.0,7.0,2.0,0.0,1.0,0,0,40,38.0,0
26,4.0,132749,15.0,10,4.0,8.0,3.0,0.0,0.0,0,0,45,38.0,0
53,4.0,161691,11.0,9,6.0,12.0,1.0,0.0,0.0,0,0,35,38.0,0
21,4.0,143604,15.0,10,4.0,8.0,3.0,0.0,0.0,0,0,29,0.0,0
25,0.0,126797,11.0,9,3.0,0.0,1.0,0.0,1.0,0,0,40,38.0,0
34,4.0,157446,11.0,9,0.0,3.0,4.0,0.0,1.0,0,0,45,38.0,0
25,4.0,109390,11.0,9,4.0,14.0,3.0,0.0,1.0,0,0,70,38.0,0
21,4.0,166851,11.0,9,4.0,7.0,2.0,0.0,1.0,0,0,40,38.0,0
33,4.0,153588,11.0,9,2.0,7.0,0.0,0.0,1.0,0,0,40,38.0,0
22,4.0,126613,15.0,10,4.0,12.0,3.0,0.0,0.0,0,0,20,38.0,0
65,6.0,115498,9.0,13,2.0,12.0,0.0,0.0,1.0,3818,0,10,38.0,0
18,4.0,115443,1.0,7,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
23,4.0,113309,15.0,10,4.0,14.0,1.0,0.0,1.0,0,0,40,38.0,0
60,4.0,160625,15.0,10,0.0,3.0,1.0,0.0,1.0,0,0,47,38.0,0
47,7.0,167281,9.0,13,2.0,8.0,0.0,0.0,1.0,0,0,40,38.0,0
26,5.0,109240,9.0,13,4.0,4.0,1.0,0.0,1.0,0,0,50,38.0,0
35,6.0,128876,5.0,4,2.0,5.0,0.0,0.0,1.0,0,0,40,38.0,0
20,0.0,129240,15.0,10,4.0,0.0,3.0,0.0,0.0,0,0,25,38.0,0
19,4.0,123718,15.0,10,4.0,12.0,3.0,0.0,0.0,0,0,20,38.0,0
84,0.0,127184,4.0,3,2.0,0.0,0.0,0.0,1.0,0,0,20,38.0,0
31,5.0,149726,11.0,9,2.0,3.0,0.0,0.0,1.0,0,0,50,38.0,0
30,4.0,118056,15.0,10,3.0,4.0,4.0,0.0,0.0,0,0,45,38.0,0
59,4.0,169133,11.0,9,2.0,3.0,0.0,0.0,1.0,0,0,45,38.0,0
37,4.0,166339,15.0,10,0.0,13.0,4.0,0.0,0.0,0,0,40,38.0,0
46,4.0,123598,9.0,13,2.0,12.0,0.0,0.0,1.0,0,0,40,38.0,0
56,6.0,144351,11.0,9,2.0,14.0,0.0,0.0,1.0,0,0,90,38.0,0
46,6.0,140121,11.0,9,0.0,3.0,3.0,0.0,1.0,0,0,50,38.0,0
27,4.0,129528,15.0,10,4.0,12.0,1.0,0.0,0.0,0,0,40,38.0,0
47,4.0,112791,11.0,9,2.0,11.0,0.0,0.0,1.0,0,0,40,38.0,0
52,4.0,143807,11.0,9,0.0,12.0,1.0,0.0,0.0,0,0,40,38.0,0
41,4.0,116103,15.0,10,4.0,4.0,1.0,0.0,1.0,0,0,50,38.0,0
30,4.0,169186,11.0,9,4.0,7.0,3.0,0.0,1.0,0,0,60,38.0,0
48,4.0,109421,9.0,13,2.0,10.0,0.0,0.0,1.0,0,0,55,38.0,0
38,2.0,147258,11.0,9,4.0,14.0,1.0,0.0,1.0,0,0,40,38.0,0
24,4.0,117779,9.0,13,4.0,10.0,1.0,0.0,1.0,0,0,10,18.0,0
18,2.0,146586,11.0,9,4.0,8.0,3.0,0.0,1.0,0,0,60,38.0,0
27,2.0,133495,11.0,9,4.0,10.0,3.0,0.0,1.0,0,0,40,38.0,0
38,6.0,133299,7.0,12,2.0,14.0,0.0,0.0,1.0,0,0,40,38.0,0
53,5.0,110445,15.0,10,2.0,5.0,0.0,0.0,1.0,0,0,60,38.0,0
47,4.0,149337,9.0,13,4.0,1.0,1.0,0.0,1.0,0,0,60,38.0,0
32,4.0,165949,9.0,13,0.0,7.0,1.0,0.0,0.0,0,1590,42,38.0,0
44,6.0,112507,4.0,3,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
42,4.0,149823,15.0,10,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
38,4.0,168322,11.0,9,2.0,14.0,0.0,0.0,1.0,0,0,60,38.0,0
47,4.0,115813,7.0,12,5.0,1.0,4.0,0.0,0.0,0,0,57,38.0,0
27,4.0,133425,11.0,9,4.0,4.0,1.0,0.0,0.0,0,0,50,38.0,0
75,6.0,165968,8.0,11,6.0,4.0,1.0,0.0,0.0,0,0,30,38.0,0
23,4.0,165064,15.0,10,2.0,12.0,0.0,0.0,1.0,0,0,40,38.0,0
21,4.0,109667,15.0,10,4.0,8.0,3.0,0.0,1.0,0,0,40,38.0,0
36,4.0,162164,11.0,9,2.0,3.0,0.0,0.0,1.0,0,0,44,38.0,0
20,4.0,124751,15.0,10,4.0,1.0,3.0,0.0,0.0,0,0,24,38.0,0
19,4.0,167149,15.0,10,4.0,12.0,3.0,0.0,0.0,0,0,25,38.0,0
31,1.0,126501,8.0,11,4.0,10.0,3.0,0.0,1.0,0,0,40,38.0,0
17,4.0,159299,1.0,7,4.0,8.0,3.0,0.0,0.0,0,0,20,38.0,0
18,4.0,139576,11.0,9,4.0,1.0,3.0,0.0,0.0,0,0,40,38.0,0
41,4.0,162140,11.0,9,0.0,3.0,1.0,0.0,1.0,0,2339,40,38.0,0
37,4.0,131827,11.0,9,4.0,3.0,4.0,0.0,1.0,0,0,40,38.0,0
17,4.0,132636,1.0,7,4.0,14.0,3.0,0.0,0.0,0,0,16,38.0,0
47,6.0,126500,5.0,4,2.0,12.0,0.0,0.0,1.0,0,0,40,32.0,0
33,4.0,159574,5.0,4,2.0,1.0,0.0,0.0,1.0,0,0,45,38.0,0
59,6.0,128105,11.0,9,2.0,5.0,0.0,0.0,1.0,0,0,35,38.0,0
25,4.0,111058,15.0,10,4.0,1.0,1.0,0.0,1.0,0,1980,40,38.0,0
23,4.0,166371,15.0,10,4.0,13.0,3.0,0.0,1.0,0,0,60,38.0,0
37,7.0,160910,10.0,16,2.0,10.0,0.0,0.0,1.0,0,0,45,38.0,0
40,4.0,128700,15.0,10,0.0,1.0,4.0,0.0,0.0,0,0,40,38.0,0
24,4.0,132320,9.0,13,4.0,4.0,3.0,0.0,1.0,0,0,45,38.0,0
20,4.0,148509,11.0,9,4.0,8.0,1.0,0.0,0.0,0,0,40,38.0,0
50,2.0,163921,5.0,4,2.0,14.0,0.0,0.0,1.0,0,0,40,38.0,0
72,4.0,158092,9.0,13,0.0,12.0,1.0,0.0,1.0,0,0,30,38.0,0
44,4.0,157236,15.0,10,3.0,6.0,4.0,0.0,1.0,0,0,40,30.0,0
23,4.0,122272,11.0,9,4.0,3.0,3.0,0.0,0.0,0,0,40,38.0,0
62,4.0,138157,11.0,9,2.0,4.0,0.0,0.0,1.0,0,0,12,38.0,0
23,4.0,134997,11.0,9,0.0,8.0,4.0,0.0,0.0,0,0,80,38.0,0
25,4.0,109419,11.0,9,4.0,1.0,3.0,0.0,0.0,0,0,40,38.0,0
36,0.0,168223,9.0,13,4.0,0.0,3.0,0.0,0.0,0,0,40,38.0,0
20,4.0,153583,15.0,10,4.0,1.0,3.0,0.0,0.0,0,0,40,0.0,0
55,2.0,159028,11.0,9,2.0,14.0,0.0,0.0,1.0,0,0,40,38.0,0
31,4.0,150324,7.0,12,4.0,7.0,4.0,0.0,1.0,0,0,40,38.0,0
59,4.0,108765,11.0,9,2.0,14.0,0.0,0.0,1.0,0,0,50,38.0,0
29,4.0,114870,15.0,10,0.0,3.0,3.0,0.0,1.0,0,0,40,38.0,0
57,4.0,133902,11.0,9,6.0,4.0,4.0,0.0,0.0,0,0,45,38.0,0
22,0.0,165065,15.0,10,4.0,0.0,3.0,0.0,0.0,0,0,40,22.0,0
21,4.0,148444,15.0,10,4.0,12.0,3.0,0.0,0.0,0,0,25,38.0,0
56,7.0,110257,11.0,9,2.0,1.0,0.0,0.0,1.0,0,0,40,38.0,0
20,4.0,162688,11.0,9,4.0,6.0,3.0,0.0,1.0,0,0,38,38.0,0
33,4.0,167771,15.0,10,5.0,8.0,1.0,0.0,0.0,0,0,30,38.0,0
26,4.0,125089,15.0,10,4.0,4.0,1.0,0.0,1.0,0,0,40,38.0,0
34,4.0,144798,15.0,10,4.0,1.0,1.0,0.0,0.0,0,0,40,38.0,0
24,0.0,164574,15.0,10,4.0,0.0,3.0,0.0,1.0,0,0,40,38.0,0
77,4.0,149912,9.0,13,4.0,10.0,1.0,0.0,0.0,0,0,10,38.0,0
30,4.0,165503,9.0,13,4.0,12.0,3.0,0.0,0.0,0,0,65,38.0,0
62,0.0,113234,12.0,14,2.0,0.0,5.0,0.0,0.0,0,0,40,38.0,0
17,4.0,166242,0.0,6,4.0,8.0,3.0,0.0,0.0,0,0,15,38.0,0
50,4.0,145717,11.0,9,6.0,1.0,4.0,0.0,0.0,0,0,35,38.0,0
35,4.0,126675,11.0,9,2.0,4.0,0.0,0.0,1.0,0,0,48,38.0,0
30,4.0,169152,11.0,9,4.0,13.0,4.0,0.0,0.0,0,0,40,38.0,0
29,1.0,119848,9.0,13,4.0,10.0,1.0,0.0,0.0,0,0,40,38.0,0
